vessel_id,timestamp,latitude,longitude,speed,heading
SYNTH_VESSEL_02,2026-09-01T19:00:49Z,24.975492,54.256376,12.5,196.2
SYNTH_VESSEL_02,2026-09-01T19:04:49Z,24.962173,54.252101,12.4,195.1
SYNTH_VESSEL_02,2026-09-01T19:08:49Z,24.948859,54.248151,12.5,194.6
SYNTH_VESSEL_02,2026-09-01T19:12:49Z,24.935429,54.244298,12.4,193.6
SYNTH_VESSEL_02,2026-09-01T19:16:49Z,24.922028,54.240737,12.5,193.0
SYNTH_VESSEL_02,2026-09-01T19:20:49Z,24.908489,54.237286,12.5,191.8
SYNTH_VESSEL_02,2026-09-01T19:24:49Z,24.894951,54.234165,12.6,191.2
SYNTH_VESSEL_02,2026-09-01T19:28:49Z,24.881227,54.231162,12.7,190.2
SYNTH_VESSEL_02,2026-09-01T19:32:49Z,24.867309,54.228416,12.7,189.2
SYNTH_VESSEL_02,2026-09-01T19:36:49Z,24.853395,54.225922,12.7,188.6
SYNTH_VESSEL_02,2026-09-01T19:40:49Z,24.839430,54.223602,12.7,187.9
SYNTH_VESSEL_02,2026-09-01T19:44:49Z,24.825467,54.221467,12.8,187.3
SYNTH_VESSEL_02,2026-09-01T19:48:49Z,24.811341,54.219471,12.9,186.3
SYNTH_VESSEL_02,2026-09-01T19:52:49Z,24.797074,54.217734,13.1,185.8
SYNTH_VESSEL_02,2026-09-01T19:56:49Z,24.782642,54.216127,13.0,184.7
SYNTH_VESSEL_02,2026-09-01T20:00:49Z,24.768287,54.214836,12.9,183.8
SYNTH_VESSEL_02,2026-09-01T20:04:49Z,24.753998,54.213799,12.9,182.6
SYNTH_VESSEL_02,2026-09-01T20:08:49Z,24.739717,54.213072,13.0,182.1
SYNTH_VESSEL_02,2026-09-01T20:12:49Z,24.725299,54.212481,13.1,181.0
SYNTH_VESSEL_02,2026-09-01T20:16:49Z,24.710772,54.212197,13.0,180.0
SYNTH_VESSEL_02,2026-09-01T20:20:49Z,24.696331,54.212202,12.9,179.0
SYNTH_VESSEL_02,2026-09-01T20:24:49Z,24.682031,54.212481,12.8,178.2
SYNTH_VESSEL_02,2026-09-01T20:28:49Z,24.667805,54.212964,12.8,177.2
SYNTH_VESSEL_02,2026-09-01T20:32:49Z,24.653613,54.213739,12.8,176.5
SYNTH_VESSEL_02,2026-09-01T20:36:49Z,24.639417,54.214699,12.9,176.1
SYNTH_VESSEL_02,2026-09-01T20:40:49Z,24.625169,54.215776,12.8,175.4
SYNTH_VESSEL_02,2026-09-01T20:44:49Z,24.611057,54.217029,12.6,175.1
SYNTH_VESSEL_02,2026-09-01T20:48:49Z,24.597116,54.218348,12.5,174.0
SYNTH_VESSEL_02,2026-09-01T20:52:49Z,24.583279,54.219955,12.5,173.3
SYNTH_VESSEL_02,2026-09-01T20:56:49Z,24.569519,54.221732,12.5,172.5
SYNTH_VESSEL_02,2026-09-01T21:00:49Z,24.555740,54.223737,12.6,171.4
SYNTH_VESSEL_02,2026-09-01T21:04:49Z,24.541891,54.226035,12.5,170.5
SYNTH_VESSEL_02,2026-09-01T21:08:49Z,24.528164,54.228566,12.5,169.7
SYNTH_VESSEL_02,2026-09-01T21:12:49Z,24.514525,54.231282,12.5,169.4
SYNTH_VESSEL_02,2026-09-01T21:16:49Z,24.500934,54.234067,12.6,168.8
SYNTH_VESSEL_02,2026-09-01T21:20:49Z,24.487261,54.237053,12.7,167.9
SYNTH_VESSEL_02,2026-09-01T21:24:49Z,24.473535,54.240294,12.6,167.3
SYNTH_VESSEL_02,2026-09-01T21:28:49Z,24.459943,54.243665,12.6,166.1
SYNTH_VESSEL_02,2026-09-01T21:32:49Z,24.446344,54.247368,12.6,164.8
SYNTH_VESSEL_02,2026-09-01T21:36:49Z,24.432912,54.251383,12.5,163.5
SYNTH_VESSEL_02,2026-09-01T21:40:49Z,24.419670,54.255689,12.4,162.2
SYNTH_VESSEL_02,2026-09-01T21:44:49Z,24.406580,54.260298,12.3,161.2
SYNTH_VESSEL_02,2026-09-01T21:48:49Z,24.393651,54.265133,12.3,160.0
SYNTH_VESSEL_02,2026-09-01T21:52:49Z,24.380861,54.270231,12.2,159.7
SYNTH_VESSEL_02,2026-09-01T21:56:49Z,24.368127,54.275391,12.3,158.9
SYNTH_VESSEL_02,2026-09-01T22:00:49Z,24.355361,54.280785,12.4,157.9
SYNTH_VESSEL_03,2026-09-01T13:54:20Z,25.493414,54.337022,13.8,324.3
SYNTH_VESSEL_03,2026-09-01T13:58:20Z,25.505800,54.327159,13.8,322.4
SYNTH_VESSEL_03,2026-09-01T14:02:20Z,25.517921,54.316796,13.7,320.5
SYNTH_VESSEL_03,2026-09-01T14:06:20Z,25.529677,54.306055,13.8,318.6
SYNTH_VESSEL_03,2026-09-01T14:10:20Z,25.541171,54.294827,13.8,316.3
SYNTH_VESSEL_03,2026-09-01T14:14:20Z,25.552213,54.283129,13.6,314.8
SYNTH_VESSEL_03,2026-09-01T14:18:20Z,25.562885,54.271230,13.6,312.7
SYNTH_VESSEL_03,2026-09-01T14:22:20Z,25.573119,54.258927,13.5,311.0
SYNTH_VESSEL_03,2026-09-01T14:26:20Z,25.582966,54.246374,13.4,308.9
SYNTH_VESSEL_03,2026-09-01T14:30:20Z,25.592303,54.233563,13.5,306.8
SYNTH_VESSEL_03,2026-09-01T14:34:20Z,25.601253,54.220290,13.6,304.5
SYNTH_VESSEL_03,2026-09-01T14:38:20Z,25.609770,54.206550,13.5,302.8
SYNTH_VESSEL_03,2026-09-01T14:42:20Z,25.617901,54.192553,13.4,301.4
SYNTH_VESSEL_03,2026-09-01T14:46:20Z,25.625656,54.178486,13.4,299.5
SYNTH_VESSEL_03,2026-09-01T14:50:20Z,25.632980,54.164130,13.3,297.9
SYNTH_VESSEL_03,2026-09-01T14:54:20Z,25.639871,54.149717,13.2,296.1
SYNTH_VESSEL_03,2026-09-01T14:58:20Z,25.646326,54.135110,13.1,294.2
SYNTH_VESSEL_03,2026-09-01T15:02:20Z,25.652281,54.120402,13.0,292.8
SYNTH_VESSEL_03,2026-09-01T15:06:20Z,25.657872,54.105645,12.9,291.1
SYNTH_VESSEL_03,2026-09-01T15:10:20Z,25.663012,54.090882,12.9,289.4
SYNTH_VESSEL_03,2026-09-01T15:14:20Z,25.667777,54.075873,12.9,287.7
SYNTH_VESSEL_03,2026-09-01T15:18:20Z,25.672126,54.060793,12.8,285.7
SYNTH_VESSEL_03,2026-09-01T15:22:20Z,25.675950,54.045670,12.6,283.5
SYNTH_VESSEL_03,2026-09-01T15:26:20Z,25.679225,54.030540,12.7,281.5
SYNTH_VESSEL_03,2026-09-01T15:30:20Z,25.682038,54.015189,12.7,279.2
SYNTH_VESSEL_03,2026-09-01T15:34:20Z,25.684294,53.999811,12.8,277.1
SYNTH_VESSEL_03,2026-09-01T15:38:20Z,25.686056,53.984194,12.8,275.0
SYNTH_VESSEL_03,2026-09-01T15:42:20Z,25.687287,53.968446,12.7,273.4
SYNTH_VESSEL_03,2026-09-01T15:46:20Z,25.688129,53.952843,12.7,271.6
SYNTH_VESSEL_03,2026-09-01T15:50:20Z,25.688523,53.937206,12.8,269.6
SYNTH_VESSEL_03,2026-09-01T15:54:20Z,25.688414,53.921454,12.8,267.7
SYNTH_VESSEL_03,2026-09-01T15:58:20Z,25.687838,53.905747,12.7,265.4
SYNTH_VESSEL_03,2026-09-01T16:02:20Z,25.686703,53.890185,12.6,264.1
SYNTH_VESSEL_03,2026-09-01T16:06:20Z,25.685257,53.874715,12.6,262.6
SYNTH_VESSEL_03,2026-09-01T16:10:20Z,25.683448,53.859278,12.8,261.3
SYNTH_VESSEL_03,2026-09-01T16:14:20Z,25.681303,53.843764,12.8,258.9
SYNTH_VESSEL_03,2026-09-01T16:18:20Z,25.678579,53.828304,12.7,257.6
SYNTH_VESSEL_03,2026-09-01T16:22:20Z,25.675549,53.813002,12.7,255.4
SYNTH_VESSEL_03,2026-09-01T16:26:20Z,25.671988,53.797854,12.6,253.9
SYNTH_VESSEL_03,2026-09-01T16:30:20Z,25.668110,53.782952,12.5,252.3
SYNTH_VESSEL_03,2026-09-01T16:34:20Z,25.663886,53.768270,12.6,249.9
SYNTH_VESSEL_03,2026-09-01T16:38:20Z,25.659101,53.753735,12.7,248.1
SYNTH_VESSEL_03,2026-09-01T16:42:20Z,25.653859,53.739271,12.8,246.5
SYNTH_VESSEL_03,2026-09-01T16:46:20Z,25.648189,53.724826,12.7,244.9
SYNTH_VESSEL_03,2026-09-01T16:50:20Z,25.642184,53.710633,12.7,243.1
SYNTH_VESSEL_03,2026-09-01T16:54:20Z,25.635831,53.696754,12.6,240.8
SYNTH_VESSEL_03,2026-09-01T16:58:20Z,25.629040,53.683258,12.4,239.3
SYNTH_VESSEL_03,2026-09-01T17:02:20Z,25.622004,53.670111,12.3,237.5
SYNTH_VESSEL_03,2026-09-01T17:06:20Z,25.614654,53.657336,12.2,235.7
SYNTH_VESSEL_03,2026-09-01T17:10:20Z,25.607010,53.644931,12.2,233.8
SYNTH_VESSEL_03,2026-09-01T17:14:20Z,25.599007,53.632790,12.2,232.1
SYNTH_VESSEL_03,2026-09-01T17:18:20Z,25.590694,53.620940,12.2,230.3
SYNTH_VESSEL_03,2026-09-01T17:22:20Z,25.582055,53.609400,12.2,228.9
SYNTH_VESSEL_03,2026-09-01T17:26:20Z,25.573188,53.598137,12.0,227.6
SYNTH_VESSEL_03,2026-09-01T17:30:20Z,25.564204,53.587231,12.2,225.7
SYNTH_VESSEL_03,2026-09-01T17:34:20Z,25.554784,53.576544,12.3,223.7
SYNTH_VESSEL_03,2026-09-01T17:38:20Z,25.544948,53.566138,12.3,222.3
SYNTH_VESSEL_03,2026-09-01T17:42:20Z,25.534843,53.555966,12.2,220.7
SYNTH_VESSEL_03,2026-09-01T17:46:20Z,25.524584,53.546173,12.3,218.7
SYNTH_VESSEL_03,2026-09-01T17:50:20Z,25.513930,53.536703,12.4,216.5
SYNTH_VESSEL_03,2026-09-01T17:54:20Z,25.502845,53.527614,12.4,214.4
SYNTH_VESSEL_03,2026-09-01T17:58:20Z,25.491526,53.519043,12.3,212.9
SYNTH_VESSEL_03,2026-09-01T18:02:20Z,25.480063,53.510827,12.5,211.1
SYNTH_VESSEL_03,2026-09-01T18:06:20Z,25.468232,53.502937,12.6,209.3
SYNTH_VESSEL_03,2026-09-01T18:10:20Z,25.456058,53.495368,12.5,207.7
SYNTH_VESSEL_03,2026-09-01T18:14:20Z,25.443796,53.488252,12.5,205.8
SYNTH_VESSEL_03,2026-09-01T18:18:20Z,25.431281,53.481558,12.6,203.8
SYNTH_VESSEL_03,2026-09-01T18:22:20Z,25.418445,53.475296,12.6,202.2
SYNTH_VESSEL_03,2026-09-01T18:26:20Z,25.405503,53.469446,12.6,200.0
SYNTH_VESSEL_03,2026-09-01T18:30:20Z,25.392355,53.464154,12.6,198.3
SYNTH_VESSEL_03,2026-09-01T18:34:20Z,25.379041,53.459287,12.6,197.0
SYNTH_VESSEL_03,2026-09-01T18:38:20Z,25.365706,53.454787,12.5,195.1
SYNTH_VESSEL_03,2026-09-01T18:42:20Z,25.352290,53.450772,12.5,193.0
SYNTH_VESSEL_03,2026-09-01T18:46:20Z,25.338808,53.447340,12.4,191.2
SYNTH_VESSEL_03,2026-09-01T18:50:20Z,25.325293,53.444368,12.4,189.5
SYNTH_VESSEL_03,2026-09-01T18:54:20Z,25.311722,53.441867,12.4,187.4
SYNTH_VESSEL_03,2026-09-01T18:58:20Z,25.298098,53.439914,12.3,185.8
SYNTH_VESSEL_03,2026-09-01T19:02:20Z,25.284575,53.438398,12.3,184.5
SYNTH_VESSEL_03,2026-09-01T19:06:20Z,25.270964,53.437221,12.4,183.1
SYNTH_VESSEL_03,2026-09-01T19:10:20Z,25.257201,53.436409,12.4,181.0
SYNTH_VESSEL_04,2026-09-01T19:42:47Z,25.453560,54.255004,12.2,280.6
SYNTH_VESSEL_04,2026-09-01T19:46:47Z,25.456038,54.240309,12.3,279.9
SYNTH_VESSEL_04,2026-09-01T19:50:47Z,25.458370,54.225453,12.4,279.2
SYNTH_VESSEL_04,2026-09-01T19:54:47Z,25.460559,54.210470,12.4,278.4
SYNTH_VESSEL_04,2026-09-01T19:58:47Z,25.462556,54.195405,12.5,276.7
SYNTH_VESSEL_04,2026-09-01T20:02:47Z,25.464173,54.180140,12.5,275.9
SYNTH_VESSEL_04,2026-09-01T20:06:47Z,25.465587,54.164878,12.4,274.9
SYNTH_VESSEL_04,2026-09-01T20:10:47Z,25.466753,54.149717,12.4,274.0
SYNTH_VESSEL_04,2026-09-01T20:14:47Z,25.467724,54.134470,12.3,273.3
SYNTH_VESSEL_04,2026-09-01T20:18:47Z,25.468512,54.119336,12.3,272.4
SYNTH_VESSEL_04,2026-09-01T20:22:47Z,25.469085,54.104243,12.2,270.8
SYNTH_VESSEL_04,2026-09-01T20:26:47Z,25.469279,54.089219,12.3,269.8
SYNTH_VESSEL_04,2026-09-01T20:30:47Z,25.469242,54.074159,12.4,268.2
SYNTH_VESSEL_04,2026-09-01T20:34:47Z,25.468821,54.058960,12.3,267.4
SYNTH_VESSEL_04,2026-09-01T20:38:47Z,25.468205,54.043852,12.4,266.4
SYNTH_VESSEL_04,2026-09-01T20:42:47Z,25.467344,54.028636,12.4,265.8
SYNTH_VESSEL_04,2026-09-01T20:46:47Z,25.466336,54.013392,12.5,265.0
SYNTH_VESSEL_04,2026-09-01T20:50:47Z,25.465120,53.998112,12.3,263.9
SYNTH_VESSEL_04,2026-09-01T20:54:47Z,25.463664,53.983036,12.4,263.0
SYNTH_VESSEL_04,2026-09-01T20:58:47Z,25.461973,53.967877,12.3,262.2
SYNTH_VESSEL_04,2026-09-01T21:02:47Z,25.460110,53.952885,12.5,260.6
SYNTH_VESSEL_04,2026-09-01T21:06:47Z,25.457858,53.937779,12.4,259.5
SYNTH_VESSEL_04,2026-09-01T21:10:47Z,25.455364,53.922853,12.3,258.5
SYNTH_VESSEL_04,2026-09-01T21:14:47Z,25.452641,53.908004,12.3,257.1
SYNTH_VESSEL_04,2026-09-01T21:18:47Z,25.449598,53.893246,12.4,255.8
SYNTH_VESSEL_04,2026-09-01T21:22:47Z,25.446206,53.878440,12.5,254.9
SYNTH_VESSEL_04,2026-09-01T21:26:47Z,25.442581,53.863575,12.4,253.7
SYNTH_VESSEL_04,2026-09-01T21:30:47Z,25.438700,53.848915,12.3,252.1
SYNTH_VESSEL_04,2026-09-01T21:34:47Z,25.434498,53.834520,12.4,250.5
SYNTH_VESSEL_04,2026-09-01T21:38:47Z,25.429903,53.820123,12.3,249.8
SYNTH_VESSEL_04,2026-09-01T21:42:47Z,25.425178,53.805917,12.4,248.9
SYNTH_VESSEL_04,2026-09-01T21:46:47Z,25.420229,53.791736,12.5,247.8
SYNTH_VESSEL_04,2026-09-01T21:50:47Z,25.414988,53.777522,12.4,246.3
SYNTH_VESSEL_04,2026-09-01T21:54:47Z,25.409441,53.763546,12.6,245.3
SYNTH_VESSEL_04,2026-09-01T21:58:47Z,25.403625,53.749518,12.6,244.1
SYNTH_VESSEL_04,2026-09-01T22:02:47Z,25.397519,53.735590,12.5,243.1
SYNTH_VESSEL_04,2026-09-01T22:06:47Z,25.391219,53.721856,12.5,241.5
SYNTH_VESSEL_04,2026-09-01T22:10:47Z,25.384578,53.708340,12.4,240.2
SYNTH_VESSEL_04,2026-09-01T22:14:47Z,25.377739,53.695134,12.5,239.4
SYNTH_VESSEL_04,2026-09-01T22:18:47Z,25.370665,53.681907,12.6,237.9
SYNTH_VESSEL_04,2026-09-01T22:22:47Z,25.363248,53.668841,12.6,237.0
SYNTH_VESSEL_04,2026-09-01T22:26:47Z,25.355652,53.655903,12.5,235.8
SYNTH_VESSEL_04,2026-09-01T22:30:47Z,25.347839,53.643188,12.5,234.2
SYNTH_VESSEL_04,2026-09-01T22:34:47Z,25.339766,53.630785,12.5,232.6
SYNTH_VESSEL_04,2026-09-01T22:38:47Z,25.331317,53.618579,12.4,231.7
SYNTH_VESSEL_04,2026-09-01T22:42:47Z,25.322812,53.606656,12.3,230.9
SYNTH_VESSEL_04,2026-09-01T22:46:47Z,25.314218,53.594964,12.3,230.0
SYNTH_VESSEL_04,2026-09-01T22:50:47Z,25.305473,53.583436,12.3,229.3
SYNTH_VESSEL_04,2026-09-01T22:54:47Z,25.296604,53.572039,12.3,228.2
SYNTH_VESSEL_04,2026-09-01T22:58:47Z,25.287549,53.560820,12.3,227.0
SYNTH_VESSEL_04,2026-09-01T23:02:47Z,25.278213,53.549740,12.2,225.8
SYNTH_VESSEL_04,2026-09-01T23:06:47Z,25.268771,53.539002,12.1,224.9
